icao,iata,name,callsign,country,active
AVQ,,Aviation Services, Inc.,AQUILINE,N
AVR,,Active Aero Charter, Inc.,ACTIVE AERO,N
AVS,,Avialsa T-35,AVIALSA,Spain,N
AVT,,Asia Avia Airlines,ASIAVIA,Indonesia,N
AVU,,Avia Sud A,AVIASUD,France,N
AVV,,Airvantage Incorporated,AIRVANTAGE,United States,N
AVW,,Aviator Airways,AVIATOR,Greece,N
AVX,,Aviapaslauga,PASLAUGA,Lithuania,N
AVY,,Aerovaradero, S.A.,AEROVARADERO,N
AVZ,,Air Valencia,AIR VALENCIA,Spain,N
AWA,Y5,Asia Wings,,Kazakhstan,Y
AWB,,Airways International, Inc.,AIRNAT,N
AWC,ZT,Titan Airways,ZAP,United Kingdom,N
AWD,,Providence Aviation Services,,Pakistan,N
AWE,HP,America West Airlines,CACTUS,United States,Y
AWI,ZW,Air Wisconsin,AIR WISCONSIN,United States,Y
AWJ,,Sahel Airlines,SAHEL AIRLINES,Niger,N
AWK,,Airwork,AIRWORK,New Zealand,N
AWL,,Australian Wetleasing,AUSSIEWORLD,Australia,N
AWM,AW,Asian Wings Airways,Asian Star,Burma,Y
AWN,,Air Niamey,AIR NIAMEY,Niger,N
AWO,,Awood Air Ltd.,AWOOD AIR,Canada,N
AWQ,QZ,Indonesia AirAsia,WAGON AIR,Indonesia,Y
AWR,,Arctic Wings And Rotors Ltd.,ARCTIC WINGS,Canada,N
AWS,,Arab Wings,ARAB WINGS,Jordan,N
AWT,,Air West,AIR WEST,Canada,N
AWU,7E,Aeroline GmbH,SYLT-AIR,Germany,Y
AWV,,Airwave Transport, Inc.,AIRWAVE,N
AWW,6G,Air Wales,RED DRAGON,United Kingdom,Y
AWY,,Aeroway, S.L.,AEROWEE,N
AWZ,,AirWest, ,Sudan,N
AXB,IX,Air India Express,EXPRESS INDIA,India,Y
AXC,,Indochina Airlines,Airspup,Vietnam,Y
AXD,,Air Express,AIR SUDEX,Sudan,N
AXE,,Air Explore,,Slovakia,Y
AXF,HJ,Asian Express Airlines,FREIGHTEXPRESS,Australia,N
AXH,,Aeromexhaga,AEROMEXHAGA,Mexico,N
AXI,,Aeron International Airlines, Inc.,AIR FREIGHTER,N
AXK,,African Express Airways,EXPRESS JET,Kenya,N
AXL,XT,Air Exel,EXEL COMMUTER,Netherlands,Y
AXM,AK,AirAsia,ASIAN EXPRESS,Malaysia,Y
AXN,,Alexandair,ALEXANDROS,Greece,N
AXP,,Aeromax,AEROMAX SPAIN,Spain,N
AXQ,,Action Airlines (Action Air Charter),ACTION AIR,United States,N
AXR,,Axel Rent, S.A.,RENTAXEL,N
AXS,,Altus Airlines,ALTUS,United States,N
AXV,,Aviaxess,AXAVIA,France,N
AXX,,Avioimpex A.D.p.o.,IMPEX,Macedonia,N
AXY,6V,Axis Airways,AXIS,France,N
AXZ,JY,Aereonautica militare,,Italy,Y
AYB,,Belgian Army,BELGIAN ARMY,Belgium,N
AYD,,Aladia Airlines,AIRLINES ALADIA,Mexico,N
AYK,,Aykavia Aircompany,,Armenia,N
AYM,,Airman, S.L.,AIRMAN,N
AYN,,Atlantic Airlines, S.A.,ATLANTIC NICARAGUA,N
AYR,,Flight Training Europe,CYGNET,Spain,N
AYS,,Awsaj Aviation Services,,Libya,N
AYT,,Ayeet Aviation & Tourism,AYEET,Israel,N
AYU,,Yuhi Air Lines,,Japan,N
AYZ,3G,Atlant-Soyuz Airlines,ATLANT-SOYUZ,Russia,Y
AZA,AZ,Alitalia,ALITALIA,Italy,Y
AZB,,Azamat,TUMARA,Kazakhstan,N
AZE,ZE,Arcus-Air Logistic,ARCUS AIR,Germany,N
AZF,,Air Zermatt AG,AIR ZERMATT,Switzerland,N
AZG,,Sakaviaservice,SAKSERVICE,Georgia,N
AZI,,Azzurra Air,AZZURRA,Italy,N
AZK,,Azalhelikopter,AZALHELICOPTER,Azerbaijan,N
AZL,,Africa One,SKY AFRICA,Zambia,N
AZM,,Aerocozumel,AEROCOZUMEL,Mexico,N
AZN,Z8,Amaszonas,,Bolivia,Y
AZP,,Arizona Pacific Airways,ARIZONA PACIFIC,United States,N
AZQ,ZP,Silk Way Airlines,SILK LINE,Azerbaijan,N
AZR,,Zenith Air,ZENAIR,South Africa,N
AZS,,Aviacon Zitotrans Air Company,ZITOTRANS,Russia,N
AZT,,Azimut, S.A.,AZIMUT,N
AZU,AD,Azul,,Brazil,Y
AZV,,Azov Avia Airlines,AZOV AVIA,Ukraine,N
AZW,UM,Air Zimbabwe,AIR ZIMBABWE,Zimbabwe,Y
AZX,,Air Max Africa,AZIMA,Gabon,N
AZY,,Arizona Airways, Inc.,ARIZAIR,N
AZZ,,Azza Transport,AZZA TRANSPORT,Sudan,N
BAA,,Balkan Agro Aviation,BALKAN AGRO,Bulgaria,N
BAB,,Bahrain Air BSC (Closed),AWAL,Bahrain,N
BAC,,BAC Leasing Limited, ,United Kingdom,N
BAE,,BAE Systems,FELIX,United Kingdom,N
BAF,,Belgian Air Force,BELGIAN AIRFORCE,Belgium,N
BAG,DI,dba,SPEEDWAY,Germany,Y
BAH,,The Amiri Flight,BAHRAIN,Bahrain,N
BAJ,8Q,Baker Aviation,BAKER AVIATION,United States,N
BAK,,Blackhawk Airways,BLACKHAWK,United States,N
BAL,,Britannia Airways,BRITANNIA,United Kingdom,N
BAM,,Business Air Services,BUSINESS AIR,Canada,N
BAN,,British Antarctic Survey,PENGUIN,United Kingdom,N
BAP,,Trans International Express Aviation,BIG APPLE,United States,N
BAR,,Bradly Air (Charter) Services,BRADLEY,Canada,N
BAS,,Aero Services,AEROSERV,Barbados,N
BAT,,Premiair,BALLISTIC,Luxembourg,N
BAU,,Bissau Airlines,AIR BISSAU,Guinea-Bissau,N
BAV,,Bay Aviation Ltd,BAY AIR,Bangladesh,N
BAW,BA,British Airways,SPEEDBIRD,United Kingdom,Y
BAX,,Best Aero Handling Ltd,,Russia,N
BAY,,Bayon Airlines,BAYON,Cambodia,N
BAZ,,BAE Systems Flight Training,,Australia,N
BBA,,Bannert Air,BANAIR,Austria,N
BBB,VD,SwedJet Airways,BLACKBIRD,Sweden,N
BBC,BG,Biman Bangladesh Airlines,BANGLADESH,Bangladesh,Y
BBD,BF,Bluebird Cargo,BLUE CARGO,Iceland,N
BBE,,Ababeel Aviation,BABEL AIR,Sudan,N
BBG,,Bluebird Airways (BZ),,Greece,Y
BBL,,IBM Euroflight Operations,BLUE,Switzerland,N
BBO,F7,Flybaboo,BABOO,Switzerland,Y
BBR,S3,Santa Barbara Airlines,SANTA BARBARA,Venezuela,Y
BBS,,Beibars CJSC,BEIBARS,Kazakhstan,N
BBT,,Air Bashkortostan,AGYDAL,Russia,N
BBV,,Bravo Airlines,BRAVO EUROPE,Spain,N
BBZ,,Blue Bird Aviation,COBRA,Kenya,N
BCB,,Carib Express,WAVEBIRD,Barbados,N
BCC,8B,BusinessAir,,Thailand,Y
BCF,B4,BACH Flugbetriebsges,BACH,Austria,N
BCH,,Phillips Air,BEACHBALL,United States,N
BCI,,Blue Islands,BLUE ISLAND,United Kingdom,N
BCK,,Priority Aviation Company,BANKCHECK,United States,N
BCL,,British Caribbean Airways,,United Kingdom,N
BCN,,Ocean Air,BLUE OCEAN,Mauritania,Y
BCR,,British Charter,BACKER,United Kingdom,N
BCS,QY,European Air Transport,EUROTRANS,Belgium,N
BCT,,BCT Aviation,BOBCAT,United Kingdom,N
BCV,,Business Aviation Center,BUSINESS AVIATION,Ukraine,N
BCY,WX,CityJet,CITY-IRELAND,Ireland,Y
BDA,BZ,Blue Dart Aviation,BLUE DART,India,N
BDF,,Bissau Discovery Flying Club,BISSAU DISCOVERY,Guinea-Bissau,N
BDG,,Mississippi State University,BULLDOG,United States,N
BDM,,Air Bandama,BANDAMA,Ivory Coast,N
BDN,,DERA Boscombe Down,GAUNTLET,United Kingdom,N
BDR,,Badr Airlines,BADR AIR,Sudan,N
BDS,,South Asian Airlines,SOUTH ASIAN,Bangladesh,N
BEA,,Best Aviation Ltd,BEST AIR,Bangladesh,N
BEC,,State Air Company Berkut,,Kazakhstan,N
BED,,Belgorod Aviation Enterprise,BELOGORYE,Russia,N
BEE,BE,Flybe,JERSEY,United Kingdom,Y
BEF,,Balear Express,BALEAR EXPRESS,Spain,N
BEH,,Bel Air Helicopters,BLUECOPTER,Denmark,N
BEK,,Berkut Air,BERKUT,Kazakhstan,N
BER,AB,Air Berlin,AIR BERLIN,Germany,Y
BES,W4,Aero Services Executive,BIRD EXPRESS,France,N
BET,,BETA - Brazilian Express Transportes Aereos,BETA CARGO,Brazil,N
BEU,,Bateleur Air,,South Africa,Y
BEZ,,Kingfisher Air Services,SEA BREEZE,United States,N
BFA,,Presidence Du Faso,,Burkina Faso,N
BFC,,Basler Flight Service,BASLER,United States,N
BFF,,Air Baffin,AIR BAFFIN,Canada,N
BFG,,Bear Flight,BEARFLIGHT,Sweden,N
BFL,J4,Buffalo Airways,BUFFALO,Canada,N
BFN,,Compangnie Nationale Naganagani,,Burkina Faso,N
BFO,,Bombardier,BOMBARDIER,Canada,N
BFR,,Burkina Airlines,BURKLINES,Burkina Faso,N
BFS,,Business Flight Sweden,BUSINESS FLIGHT,Sweden,N
BFW,,Bahrain Defence Force,SUMMAN,Bahrain,N
BGA,,Airbus Transport International,BELOUGA,France,N
BGD,B9,Air Bangladesh,AIR BANGLA,Bangladesh,Y
BGF,,Aviodetachment-28,BULGARIAN,Bulgaria,N
BGG,,Aero BG,AERO BG,Mexico,N
BGH,,BH Air,BALKAN HOLIDAYS,Bulgaria,N
BGI,,British Gulf International,BRITISH GULF,S,N
BGK,,British Gulf International-Fez,GULF INTER,Kyrgyzstan,N
BGL,A8,Benin Golf Air,BENIN GOLF,Benin,N
BGM,,Bugulma Air Enterprise,BUGAVIA,Russia,N
BGR,,Budget Air Bangladesh,BUDGET AIR,Bangladesh,N
BGT,,Bergen Air Transport,BERGEN AIR,Norway,N
BGY,,Bingo Airways,,Poland,Y
BHA,,Buddha Air,BUDDHA AIR,Nepal,N
BHC,,Aerotaxis De La Bahia,BAHIA,Mexico,N
BHI,,Balkh Airlines,SHARIF,Afghanistan,N
BHL,,Bristow Helicopters,BRISTOW,United Kingdom,N
BHN,,Bristow Helicopters Nigeria,BRISTOW HELICOPTERS,Nigeria,N
BHO,,Bhoja Airlines,BHOJA,Pakistan,N
BHP,4T,Belair Airlines,BELAIR,Switzerland,Y
BHR,,Bighorn Airways,BIGHORN AIR,United States,N
BHS,UP,Bahamasair,BAHAMAS,Bahamas,Y
BHT,,Bright Air,BRIGHTAIR,Netherlands,N
BHV,,Specavia Air Company,AVIASPEC,Russia,N
BHY,,Bosphorus European Airways,BOSPHORUS,Turkey,N
BIB,,Michelin Air Services,,France,N
BID,,Binair,BINAIR,Germany,N
BIE,DR,Air Mediterranee,MEDITERRANEE,France,Y
BIG,,Big Island Air,BIG ISLE,United States,N
BIH,BS,British International Helicopters,BRINTEL,United Kingdom,Y
BIL,,Billund Air Center,BILAIR,Denmark,N
BIN,,Boise Interagency Fire Center,BISON-AIR,United States,N
BIR,,Bird Leasing,BIRD AIR,United States,N
BIS,,Irbis Air,IRBIS,Kazakhstan,N
BIV,,Aviaservice,AVIASERVICE,Georgia,N
BIZ,,Bizjet Ltd,BIZZ,United Kingdom,N
BJA,,Baja Air,BAJA AIR,Mexico,N
BJC,,Baltic Jet Aircompany,BALTIC JET,Latvia,N
BJK,,Atlantic Airlines,BLACKJACK,United States,N
BJS,,Business Jet Solutions,SOLUTION,United States,N
BJT,,ACM Aviation,BAY JET,United States,N
BKA,B4,Bankair,BANKAIR,United States,N
BKF,,BF-Lento OY,BAKERFLIGHT,Finland,Y
BKH,,RAF Barkston Heath,,United Kingdom,N
BKJ,,Barken International,BARKEN JET,United States,N
BKL,,Aircompany Barcol,BARCOL,Russia,N
BKP,PG,Bangkok Airways,BANGKOK AIR,Thailand,Y
BKR,,Civil Air Patrol South Carolina Wing,BOX KAR,United States,N
BKV,,Bukovyna,BUKOVYNA,Ukraine,N
BKY,BU,Blue Sky America,,United States,N
BLA,,All Charter Limited,ALL CHARTER,United Kingdom,N
BLB,,Blue Bird Aviation,BLUEBIRD SUDAN,Sudan,N
BLC,,Bellesavia,BELLESAVIA,Belarus,N
BLE,,Blue Line,BLUE BERRY,France,N
BLF,KF,Blue1,BLUEFIN,Finland,Y
BLG,,Belgavia,BELGAVIA,Belgium,N
BLH,,Blue Horizon Travel Club,BLUE HORIZON,United States,N
BLI,,Thyssen Krupp AG,BLUELINE,Germany,N
BLJ,,Blue Jet,BLUEWAY,Spain,N
BLK,,Westcoast Energy,BLUE FLAME,Canada,N
BLL,,Baltic Airlines,BALTIC AIRLINES,Russia,Y
BLM,,Blue Airways,BLUE ARMENIA,Armenia,N
BLN,,Bali International Air Service,BIAR,Indonesia,N
BLR,,Atlantic Coast Airlines,BLUE RIDGE,United States,N
BLS,JV,Bearskin Lake Air Service,BEARSKIN,Canada,Y
BLT,,Baltic Aviation,BALTAIR,United States,N
BLU,,IMP Aviation Services,BLUENOSE,Canada,N
BLV,B3,Bellview Airlines,BELLVIEW AIRLINES,Nigeria,Y
BLW,,Wermlandsflyg AB,BLUESTAR,Sweden,N
BLX,6B,TUIfly Nordic,BLUESCAN,Sweden,Y
BLY,,Starair,BLARNEY,Ireland,N
BLZ,,Aero Barloz,AEROLOZ,Mexico,N
BMA,BD,bmi,MIDLAND,United Kingdom,Y
BMD,,British Medical Charter,BRITISH MEDICAL,United Kingdom,N
BME,,Briggs Marine Environmental Services,BRIGGS,United Kingdom,N
BMH,,Bristow Masayu Helicopters,MASAYU,Indonesia,N
BMI,WW,bmibaby,BABY,United Kingdom,Y
BMJ,CH,Bemidji Airlines,BEMIDJI,United States,Y
BMK,,GST Aero Aircompany,MURAT,Kazakhstan,N
BML,5Z,Bismillah Airlines,BISMILLAH,Bangladesh,N
BMM,8A,Atlas Blue,ATLAS BLUE,Morocco,Y
BMN,,Bowman Aviation,BOWMAN,United States,N
BMR,,British Midland Regional,,United Kingdom,Y
BMV,,Alatau Airlines,OLIGA,Kazakhstan,N
BMW,,BMW,BMW-FLIGHT,Germany,N
BMX,,Banco de Mexico,BANXICO,Mexico,N
BNB,,Aero Banobras,AEROBANOBRAS,Mexico,N
BNC,,Sundance Air,BARNACLE AIR,United States,N
BND,,Bond Offshore Helicopters,BOND,United Kingdom,N
BNE,,Benina Air,BENINA AIR,Libya,N
BNF,BN,Braniff International Airways,Braniff,United States,N
BNG,,BN Group Limited,VECTIS,United Kingdom,N
BNI,,Alberni Airways,ALBERNI,Canada,N
BNL,,Blue Nile Ethiopia Trading,NILE TRADING,Ethiopia,N
BNR,,Bonair Aviation,BONAIR,Canada,N
BNS,,Bancstar - Valley National Corporation,BANCSTAR,United States,N
BNT,,Bentiu Air Transport,BENTIU AIR,Sudan,N
BNV,,Benane Aviation Corporation,BENANE,Mauritania,N
BNW,,British North West Airlines,BRITISH NORTH,United Kingdom,N
BNX,KG,LAI - Linea Aerea IAACA,AIR BARINAS,Venezuela,N
BNZ,,Aerolineas Bonanza,AERO BONANZA,Mexico,N
BOA,,Boniair,KUMANOVO,Macedonia,N
BOC,,Aerobona,AEROBONA,Mexico,N
BOD,,Bond Air Services,UGABOND,Uganda,N
BOE,,Boeing,BOEING,United States,N
BOF,,Bordaire,BORDAIR,Canada,N
BOI,,Aboitiz Air,ABAIR,Philippines,N
BOL,,Transportes Aereos Bolivianos,BOL,Bolivia,N
BON,JA,Air Bosna,AIR BOSNA,Bosnia and Herzegovina,Y
BOO,,Bookajet Limited,BOOKAJET,United Kingdom,N
BOS,,OpenSkies,MISTRAL,United Kingdom,N
BOT,BP,Air Botswana,BOTSWANA,Botswana,Y
BOU,BO,Bouraq Indonesia Airlines,BOURAQ,Indonesia,N
BOV,,Boliviana de Aviacion (OB),BOLIVIANA,Bolivia,Y
BOX,,Tiphook PLC,BOX,United Kingdom,N
BPA,BV,Blue Panorama Airlines,BLUE PANOROMA,Italy,Y
BPK,,Berkhut ZK,VENERA,Kazakhstan,N
BPO,,Bundepolizei-Fliegertruppe,PIROL,Germany,N
BPS,,Budapest Aircraft Services/Manx2,BASE,Hungary,Y
BPT,,Bonus Aviation,BONUS,United Kingdom,N
BPX,,British Petroleum Exploration,,Colombia,N
BQB,BQ,Buquebus Líneas Aéreas,,Uruguay,Y
BRA,BU,Braathens,Braathens,Norway,N
BRB,7R,BRA-Transportes Aereos,BRA-TRANSPAEREOS,Brazil,N
BRD,,Brock Air Services,BROCK AIR,Canada,N
BRE,,Breeze Ltd,AVIABREEZE,Ukraine,N
BRF,,Air Bravo,AIR BRAVO,Uganda,N
BRG,8E,Bering Air,BERING AIR,United States,Y
BRK,,Briansk State Air Enterprise,BRIANSK-AVIA,Russia,N
BRL,,Air Brasd'or,BRASD'OR,Canada,N
BRM,,Air 500,BOOMERANG,Canada,N
BRN,,Branson Airlines,BRANSON,United States,N
BRO,,BASE Regional Airlines,COASTRIDER,Netherlands,N
BRP,,Airport Bratsk,AEROBRA,Russia,N
BRQ,UZ,El-Buraq Air Transport,BURAQAIR,Libya,Y
BRR,,Mountain Air Service,MOUNTAIN AIR,United States,N
BRS,,Brazilian Air Force,BRAZILIAN AIR FORCE,Brazil,Y
BRT,,British Regional Airlines,BRITISH,United Kingdom,N
BRU,B2,Belavia Belarusian Airlines,BELARUS AVIA,Belarus,Y
BRV,K6,Bravo Air Congo,BRAVO,Democratic Republic of the Congo,N
BRW,,Bright Aviation Services,BRIGHT SERVICES,Bulgaria,N
BRX,,Buffalo Express Airlines,BUFF EXPRESS,United States,N
BRY,,Burundayavia,BURAIR,Kazakhstan,N
BRZ,E5,Samara Airlines,BERYOZA,Russia,N
BSA,BZ,Black Stallion Airways,Stallion,United States,Y
BSB,,Air Wings,ARBAS,Moldova,N
BSC,,Bistair - Fez,BIG SHOT,Kyrgyzstan,N
BSD,,Blue Star Airlines,AIRLINES STAR,Mexico,N
BSI,,Brasair Transportes Aereos,BRASAIR,Brazil,N
BSJ,,Blue Swann Aviation,BLUE SWANN,United Kingdom,N
BSK,GL,Miami Air International,BISCAYNE,United States,N
BSM,,Blue Sky Aviation,,Lebanon,N
BSN,,Connectair Charters,BASTION,Canada,N
BSP,,Global Airways,,Democratic Republic of Congo,N
BSR,G6,Guine Bissaur Airlines,BISSAU AIRLINES,Guinea-Bissau,N
BSS,,Bissau Aero Transporte,BISSAU AIRSYSTEM,Guinea-Bissau,N
BST,,Best Air,TUNCA,Turkey,N
BSW,,Blue Sky Airways,SKY BLUE,Czech Republic,N
BSX,5B,Bassaka airlines,5B,Cambodia,Y
BSY,GQ,Big Sky Airlines,BIG SKY,United States,N
BTA,XE,ExpressJet,JET LINK,United States,Y
BTC,V9,BAL Bashkirian Airlines,BASHKIRIAN,Russia,N
BTH,,Baltijas Helicopters,BALTIJAS HELICOPTERS,Latvia,N
BTI,BT,Air Baltic,AIRBALTIC,Latvia,Y
BTK,,Baltyka,BALTYKA,Ukraine,N
BTL,,Baltia Air Lines,BALTIA FLIGHT,United States,N
BTM,,Air Batumi,,Georgia,Y
BTP,,Veritair Ltd,NET RAIL,United Kingdom,N
BTQ,4B,Boutique Air (Priv),,United States,Y
BTR,,Botir-Avia,BOTIR-AVIA,Kyrgyzstan,N
BTS,,Aerotaxis Albatros,AEROLINEAS ALBATROS,Mexico,N
BTT,,BT-Slavuta,BEETEE-SLAVUTA,Ukraine,N
BTU,,Rolls-Royce plc,ROLLS,United Kingdom,N
BTV,7P,Metro Batavia,BATAVIA,Indonesia,Y
BUB,ZB,Air Bourbon,BOURBON,Reunion,Y
BUC,,Bulgarian Air Charter,BULGARIAN CHARTER,Bulgaria,N
BUE,,Orebro Aviation,BLUELIGHT,Sweden,N
BUL,,Blue Airlines,BLUE AIRLINES,Democratic Republic of the Congo,N
BUN,,Buryat Airlines Aircompany,BURAL,Russia,N
BUR,,Air Bucharest,,Romania,Y
BUU,BU,Baikotovitchestrian Airlines ,,American Samoa,Y
BUZ,,Buzz Stansted,BUZZ,United Kingdom,N
BVA,,Buffalo Airways,BUFFALO AIR,United States,N
BVC,,Bulgarian Aeronautical Centre,BULGARIAN WINGS,Bulgaria,N
BVN,,Baron Aviation Services,SHOW-ME,United States,N
BVR,,ACM Air Charter,BAVARIAN,Germany,N
BVT,J8,Berjaya Air,BERJAYA,Malaysia,Y
BVU,,Bellview Airlines, Sierra Leone,,N
BVV,,Spark+ Joint-Stock Company,SPARK,Russia,N
BWA,BW,Caribbean Airlines,CARIBBEAN AIRLINES,Trinidad and Tobago,Y
BWG,QW,Blue Wings,BLUE WINGS,Germany,Y
BWI,,Blue Wing Airlines,BLUE TAIL,Suriname,N
BWL,,BWA (2002) Ltd,BRITWORLD,United Kingdom,N
BWY,,Fleet Requirements Air Direction Unit,BROADWAY,United Kingdom,N
BXA,,Bahrain Executive Air Services,BEXAIR,Bahrain,N
BXH,,Bar XH Air,PALLISER,Canada,N
BXI,,Brussels International Airlines,XENIA,Belgium,N
BXR,,Redding Aero Enterprises,BOXER,United States,N
BXS,,Spantax S.A.,,Spain,N
BYA,,Berry Aviation,BERRY,United States,N
BYC,,Northern Airlines Sanya,BEIYA,China,N
BYE,BM,Bayu Indonesia Air,BAYU,Indonesia,N
BYL,,Bylina Joint-Stock Company,BYLINA,Russia,N
BYR,,Berytos Airlines,,Lebanon,N
BYT,,Patriot Aviation Limited,BYTE,United Kingdom,N
BZA,,Bizair Fluggesellschaft,BERLIN BEAR,Germany,N
BZD,,Canadian Global Air Ambulance,BLIZZARD,Canada,N
BZE,GB,BRAZIL AIR,BRAZIL AIR,Brazil,Y
BZF,,Jet Aviation Business Jets,BIZFLEET,United States,N
BZH,DB,Brit Air,BRITAIR,France,Y
BZL,BZ,Aero Brazil,,Brazil,N
BZS,,Aero Biniza,BINIZA,Mexico,N
BZZ,,Butane Buzzard Aviation Corporation,BUZZARD,United Kingdom,N
CAA,,Atlantic Southeast Airlines,Chandler,United States,N
CAB,,Chesapeake Air Service,CHESAPEAKE AIR,United States,N
CAC,,Conquest Airlines,CONQUEST AIR,United States,N
CAD,,Chilliwack Aviation,CHILLIWACKAIR,Canada,N
CAE,,Colibri Aviation,HUMMINGBIRD,Canada,N
CAG,,China National Aviation Corporation,CHINA NATIONAL,China,N
CAH,,Charlan Air Charter,CHARLAN,South Africa,N
CAI,,Corendon Airlines,CORENDON,Turkey,Y
CAJ,,Air Caraibes Atlantique,CAR LINE,France,N
CAK,,Congo Air,,Bahamas,N
CAL,CI,China Airlines,DYNASTY,Taiwan,Y
CAM,R9,Camai Air,AIR CAMAI,United States,N
CAN,,Crest Aviation,CREST,United Kingdom,Y
CAO,,Air China Cargo,AIRCHINA FREIGHT,China,N
CAP,C2,CanXplorer,,Canada,Y
CAQ,,Cityair (Chester) Limited,AIR CHESTER,United Kingdom,N
CAR,,Inter RCA,QUEBEC ROMEO,Central African Republic,N
CAS,,Christman Air System,CHRISTMAN,United States,N
CAT,CT,Civil Air Transport,Mandarin,Taiwan,N
CAV,MO,Calm Air,CALM AIR,Canada,N
CAW,MN,Comair,COMMERCIAL,South Africa,Y
CAX,,Central Air Express,CENTRAL EXPRESS,Democratic Republic of Congo,N
CAY,KX,Cayman Airways,CAYMAN,Cayman Islands,Y
CAZ,,Cat Aviation,EUROCAT,Switzerland,N
CBA,,Civil Aviation Inspectorate of the Czech Republic,CALIBRA,Czech Republic,N
CBB,,Cheboksary Airenterprise JSC,CHEBAIR,Russia,N
CBC,,Caribair,CARIBAIR,Dominican Republic,N
CBD,,Lockheed Martin Aeronautics,CATBIRD,United States,N
CBE,,Aerovias Caribe,AEROCARIBE,Mexico,N
CBF,CJ,China Northern Airlines,CHINA NORTHERN,China,N
CBG,,GX Airlines,SPRAY,China,Y
CBI,,CABI,CABI,Ukraine,N
CBL,,Cumberland Airways (Nicholson Air Service),CUMBERLAND,United States,N
CBM,,Cherokee Express,BLUE MAX,United States,N
CBN,,Swedish Civil Aviation Administration,CALIBRATION,Sweden,N
CBO,,Aerotaxi del Cabo,TAXI CABO,Mexico,N
CBR,,Cabair College of Air Training,CABAIR,United Kingdom,N
CBS,,Air Columbus,AIR COLUMBUS,Ukraine,N
CBT,,Catalina Flying Boats,CATALINA AIR,United States,N
CBV,,Aero Cabo,CABOAEREO,Mexico,N
CBY,,Coningsby Flying Training Unit,TYPHOON,United Kingdom,N
CCA,CA,Air China,AIR CHINA,China,Y
CCB,,CARICOM AIRWAYS (BARBADOS) INC.,,Barbados,Y
CCC,CB,CCML Airlines,,Colombia,Y
CCE,,Cairo Air Transport Company,,Egypt,N
CCF,,CCF Manager Airline,TOMCAT,Germany,N
CCG,,Central Connect Airlines,,Czech Republic,Y
CCH,,Chilchota Taxi Aereo,CHILCHOTA,Mexico,N
CCI,PT,Capital Cargo International Airlines,CAPPY,United States,N
CCK,,Flight Trac,CABLE CHECK,United States,N
CCM,XK,Corse-Mediterranee,CORSICA,France,Y
CCP,MG,Champion Air,CHAMPION AIR,United States,N
CCQ,,Capital City Air Carriers,CAP CITY,United States,N
CCV,,Centro De Helicopteros Corporativos,HELICORPORATIVO,Mexico,N
CCW,,Coptrade Air Transport,COPTRADE AIR,Sudan,N
CCX,,Colt International,,United States,N
CCY,,Cherry Air,CHERRY,United States,N
CDA,,Aerocardal,CARDAL,Chile,N
CDE,,Comed Group,COMEX,United Kingdom,N
CDG,SC,Shandong Airlines,SHANDONG,China,Y
CDI,,Cards Air Services,CARDS,Philippines,N
CDL,,Sunbird Airlines,CAROLINA,United States,N
CDM,,Carga Aerea Dominicana,CARGA AEREA,Dominican Republic,N
CDN,CP,Canadian Airlines,CANADIAN,Canada,Y
CDP,Q6,Aero Condor Peru,CONDOR-PERU,Peru,Y
CDR,,Canadian Regional Airlines,CANADIAN REGIONAL,Canada,N
CDS,,Spectrem Air,SPECDAS,South Africa,N
CDT,,Real Aero Club de Reus-Costa Dorado,AEROREUS,Spain,N
CDU,,Aerotrans,,Russia,N
CDV,,Airline Skol,SKOL,Russia,N
CDY,,Heliaviation Limited,CADDY,United Kingdom,N
CEA,3C,RegionsAir,CORP-X,United States,N
CEB,5J,Cebu Pacific,CEBU AIR,Philippines,Y
CEC,,Celtic Airways,CELTAIR,United Kingdom,N
CED,,CEDTA (Compania Ecuatoriana De Transportes Aereos),CEDTA,Ecuador,N
CEE,,Servicios Aereos Centrales,CENTRA AEREOS,Mexico,N
CEF,,Czech Air Force,CZECH AIR FORCE,Czech Republic,N
CEG,,Cega Aviation,CEGA,United Kingdom,N
CEL,,CEIBA Intercontinental,CEIBA LINE,Equatorial Guinea,Y
CEM,,Central Mongolia Airways,CENTRAL MONGOLIA,Mongolia,N
CEO,,Comfort Express Virtual Charters,,United States,Y
CEP,,Chipola Aviation,CHIPOLA,United States,N
CER,,Cetraca Aviation Service,CETRACA,Democratic Republic of the Congo,N
CES,MU,China Eastern Airlines,CHINA EASTERN,China,Y
CET,,Centrafrican Airlines,CENTRAFRICAIN,Central African Republic,N
CEV,,Cente D'Essais En Vol,CENTEV,France,N
CEX,,Capitol Air Express,CAPITOL EXPRESS,United States,N
CEY,,Air Century,,Dominican Republic,Y
CFA,,China Flying Dragon Aviation,FEILONG,China,N
CFC,,Canadian Forces,CANFORCE,Canada,N
CFD,,Cranfield University,AERONAUT,United Kingdom,N
CFE,CJ,BA CityFlyer,FLYER,United Kingdom,Y
CFF,,Aerofan,AEROFAN,Spain,N
CFG,DE,Condor Flugdienst,CONDOR,Germany,Y
CFH,,Care Flight,CARE FLIGHT,Australia,N
CFI,,Flight Inspection Center of the General Administration of Civil Aviation in China,CHINA JET,China,N
CFJ,,Fujian Airlines,FUJIAN,China,N
CFL,,Swedish Airlines,SWEDISH,Sweden,N
